Name,Date,habitat,country,locality,site,strata,Height (cm),Latitude,Longitude,Depth,Camera,Photographer,Water quality,Strobes,Framing gear used,White balance card,Comments
AMP10059.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.909905,-65.55506333,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10060.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90990333,-65.555065,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10061.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.9099,-65.55506667,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10062.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.909895,-65.55506833,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10063.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90989167,-65.55506833,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10064.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90989167,-65.55507167,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10065.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90989167,-65.555075,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10066.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90991167,-65.55511167,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10067.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90984833,-65.55515667,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
AMP10068.jpg,2023-03-29,Rocky Shore,Argentina,CABO DOS BAHIAS,Bertness et al.2006,HIGHTIDE,42,-44.90981667,-65.55524667,,TG-6,MBON_P2P,,no,25x25cm,,AMP1
